Genes,Strains,Type,Dataset,Method
4132,478,pan,MA,panX
4165,478,pan,MA,panX
4150,478,pan,MA,panX
4175,478,pan,MA,panX
4141,478,pan,MA,panX
4118,478,pan,MA,panX
4146,478,pan,MA,panX
4138,478,pan,MA,panX
4122,478,pan,MA,panX
4127,478,pan,MA,panX
4159,478,pan,MA,panX
4099,478,pan,MA,panX
4114,478,pan,MA,panX
4151,478,pan,MA,panX
4128,478,pan,MA,panX
4147,478,pan,MA,panX
4176,478,pan,MA,panX
4117,478,pan,MA,panX
4173,478,pan,MA,panX
4103,478,pan,MA,panX
4159,478,pan,MA,panX
4144,478,pan,MA,panX
4144,478,pan,MA,panX
4167,478,pan,MA,panX
4174,546,pan,MA,panX
4200,546,pan,MA,panX
4170,546,pan,MA,panX
4161,546,pan,MA,panX
4198,546,pan,MA,panX
4188,546,pan,MA,panX
4149,546,pan,MA,panX
4200,546,pan,MA,panX
4196,546,pan,MA,panX
4169,546,pan,MA,panX
4189,546,pan,MA,panX
4170,546,pan,MA,panX
4183,546,pan,MA,panX
4150,546,pan,MA,panX
4170,546,pan,MA,panX
4202,546,pan,MA,panX
4175,546,pan,MA,panX
4180,546,pan,MA,panX
4141,546,pan,MA,panX
4189,546,pan,MA,panX
4178,546,pan,MA,panX
4178,546,pan,MA,panX
4180,546,pan,MA,panX
4185,546,pan,MA,panX
4171,546,pan,MA,panX
4183,546,pan,MA,panX
4160,546,pan,MA,panX
4187,546,pan,MA,panX
4190,546,pan,MA,panX
4179,546,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
4224,615,pan,MA,panX
1927,1,core,MA,Roary
1982,1,core,MA,Roary
1968,1,core,MA,Roary
1966,1,core,MA,Roary
2114,1,core,MA,Roary
2014,1,core,MA,Roary
1968,1,core,MA,Roary
2023,1,core,MA,Roary
1910,1,core,MA,Roary
2113,1,core,MA,Roary
2053,1,core,MA,Roary
2066,1,core,MA,Roary
2015,1,core,MA,Roary
1978,1,core,MA,Roary
2042,1,core,MA,Roary
1896,1,core,MA,Roary
1944,1,core,MA,Roary
2012,1,core,MA,Roary
2037,1,core,MA,Roary
1952,1,core,MA,Roary
1995,1,core,MA,Roary
1989,1,core,MA,Roary
1998,1,core,MA,Roary
1903,1,core,MA,Roary
1979,1,core,MA,Roary
2040,1,core,MA,Roary
1976,1,core,MA,Roary
1951,1,core,MA,Roary
1997,1,core,MA,Roary
2015,1,core,MA,Roary
1329,69,core,MA,Roary
1336,69,core,MA,Roary
1321,69,core,MA,Roary
1313,69,core,MA,Roary
1315,69,core,MA,Roary
1330,69,core,MA,Roary
1314,69,core,MA,Roary
1315,69,core,MA,Roary
1337,69,core,MA,Roary
1332,69,core,MA,Roary
1347,69,core,MA,Roary
1306,69,core,MA,Roary
1320,69,core,MA,Roary
1327,69,core,MA,Roary
1309,69,core,MA,Roary
1307,69,core,MA,Roary
1313,69,core,MA,Roary
1332,69,core,MA,Roary
1330,69,core,MA,Roary
1301,69,core,MA,Roary
1334,69,core,MA,Roary
1319,69,core,MA,Roary
1265,69,core,MA,Roary
1338,69,core,MA,Roary
1309,69,core,MA,Roary
1306,69,core,MA,Roary
1326,69,core,MA,Roary
1326,69,core,MA,Roary
1312,69,core,MA,Roary
1313,69,core,MA,Roary
1322,137,core,MA,Roary
1312,137,core,MA,Roary
1320,137,core,MA,Roary
1311,137,core,MA,Roary
1321,137,core,MA,Roary
1311,137,core,MA,Roary
1306,137,core,MA,Roary
1312,137,core,MA,Roary
1315,137,core,MA,Roary
1320,137,core,MA,Roary
1316,137,core,MA,Roary
1315,137,core,MA,Roary
1315,137,core,MA,Roary
1325,137,core,MA,Roary
1300,137,core,MA,Roary
1302,137,core,MA,Roary
1321,137,core,MA,Roary
1316,137,core,MA,Roary
1303,137,core,MA,Roary
1308,137,core,MA,Roary
1316,137,core,MA,Roary
1308,137,core,MA,Roary
1318,137,core,MA,Roary
1310,137,core,MA,Roary
1319,137,core,MA,Roary
1315,137,core,MA,Roary
1318,137,core,MA,Roary
1309,137,core,MA,Roary
1315,137,core,MA,Roary
1317,137,core,MA,Roary
1321,205,core,MA,Roary
1313,205,core,MA,Roary
1315,205,core,MA,Roary
1316,205,core,MA,Roary
1301,205,core,MA,Roary
1318,205,core,MA,Roary
1325,205,core,MA,Roary
1313,205,core,MA,Roary
1323,205,core,MA,Roary
1326,205,core,MA,Roary
1321,205,core,MA,Roary
1316,205,core,MA,Roary
1314,205,core,MA,Roary
1330,205,core,MA,Roary
1317,205,core,MA,Roary
1322,205,core,MA,Roary
1326,205,core,MA,Roary
1314,205,core,MA,Roary
1318,205,core,MA,Roary
1307,205,core,MA,Roary
1320,205,core,MA,Roary
1325,205,core,MA,Roary
1320,205,core,MA,Roary
1316,205,core,MA,Roary
1313,205,core,MA,Roary
1312,205,core,MA,Roary
1333,205,core,MA,Roary
1322,205,core,MA,Roary
1325,205,core,MA,Roary
1328,205,core,MA,Roary
1309,273,core,MA,Roary
1310,273,core,MA,Roary
1320,273,core,MA,Roary
1320,273,core,MA,Roary
1314,273,core,MA,Roary
1313,273,core,MA,Roary
1310,273,core,MA,Roary
1317,273,core,MA,Roary
1315,273,core,MA,Roary
1312,273,core,MA,Roary
1322,273,core,MA,Roary
1323,273,core,MA,Roary
1326,273,core,MA,Roary
1314,273,core,MA,Roary
1327,273,core,MA,Roary
1327,273,core,MA,Roary
1315,273,core,MA,Roary
1319,273,core,MA,Roary
1328,273,core,MA,Roary
1317,273,core,MA,Roary
1316,273,core,MA,Roary
1326,273,core,MA,Roary
1316,273,core,MA,Roary
1322,273,core,MA,Roary
1310,273,core,MA,Roary
1317,273,core,MA,Roary
1317,273,core,MA,Roary
1310,273,core,MA,Roary
1311,273,core,MA,Roary
1319,273,core,MA,Roary
1319,342,core,MA,Roary
1328,342,core,MA,Roary
1317,342,core,MA,Roary
1321,342,core,MA,Roary
1314,342,core,MA,Roary
1321,342,core,MA,Roary
1319,342,core,MA,Roary
1325,342,core,MA,Roary
1324,342,core,MA,Roary
1321,342,core,MA,Roary
1315,342,core,MA,Roary
1318,342,core,MA,Roary
1325,342,core,MA,Roary
1332,342,core,MA,Roary
1321,342,core,MA,Roary
1314,342,core,MA,Roary
1315,342,core,MA,Roary
1323,342,core,MA,Roary
1316,342,core,MA,Roary
1318,342,core,MA,Roary
1319,342,core,MA,Roary
1325,342,core,MA,Roary
1326,342,core,MA,Roary
1322,342,core,MA,Roary
1317,342,core,MA,Roary
1319,342,core,MA,Roary
1314,342,core,MA,Roary
1315,342,core,MA,Roary
1322,342,core,MA,Roary
1324,342,core,MA,Roary
1318,410,core,MA,Roary
1324,410,core,MA,Roary
1323,410,core,MA,Roary
1324,410,core,MA,Roary
1316,410,core,MA,Roary
1315,410,core,MA,Roary
1322,410,core,MA,Roary
1325,410,core,MA,Roary
1317,410,core,MA,Roary
1316,410,core,MA,Roary
1319,410,core,MA,Roary
1324,410,core,MA,Roary
1321,410,core,MA,Roary
1315,410,core,MA,Roary
1321,410,core,MA,Roary
1323,410,core,MA,Roary
1324,410,core,MA,Roary
1312,410,core,MA,Roary
1316,410,core,MA,Roary
1318,410,core,MA,Roary
1320,410,core,MA,Roary
1315,410,core,MA,Roary
1323,410,core,MA,Roary
1320,410,core,MA,Roary
1314,410,core,MA,Roary
1317,410,core,MA,Roary
1314,410,core,MA,Roary
1315,410,core,MA,Roary
1316,410,core,MA,Roary
1321,410,core,MA,Roary
1317,478,core,MA,Roary
1316,478,core,MA,Roary
1316,478,core,MA,Roary
1316,478,core,MA,Roary
1314,478,core,MA,Roary
1316,478,core,MA,Roary
1317,478,core,MA,Roary
1319,478,core,MA,Roary
1322,478,core,MA,Roary
1317,478,core,MA,Roary
1315,478,core,MA,Roary
1313,478,core,MA,Roary
1316,478,core,MA,Roary
1314,478,core,MA,Roary
1316,478,core,MA,Roary
1315,478,core,MA,Roary
1318,478,core,MA,Roary
1313,478,core,MA,Roary
1317,478,core,MA,Roary
1319,478,core,MA,Roary
1316,478,core,MA,Roary
1318,478,core,MA,Roary
1317,478,core,MA,Roary
1322,478,core,MA,Roary
1319,478,core,MA,Roary
1316,478,core,MA,Roary
1320,478,core,MA,Roary
1318,478,core,MA,Roary
1319,478,core,MA,Roary
1317,478,core,MA,Roary
1317,546,core,MA,Roary
1317,546,core,MA,Roary
1321,546,core,MA,Roary
1320,546,core,MA,Roary
1319,546,core,MA,Roary
1316,546,core,MA,Roary
1321,546,core,MA,Roary
1316,546,core,MA,Roary
1317,546,core,MA,Roary
1319,546,core,MA,Roary
1318,546,core,MA,Roary
1318,546,core,MA,Roary
1321,546,core,MA,Roary
1317,546,core,MA,Roary
1318,546,core,MA,Roary
1317,546,core,MA,Roary
1319,546,core,MA,Roary
1318,546,core,MA,Roary
1321,546,core,MA,Roary
1317,546,core,MA,Roary
1320,546,core,MA,Roary
1318,546,core,MA,Roary
1317,546,core,MA,Roary
1319,546,core,MA,Roary
1317,546,core,MA,Roary
1320,546,core,MA,Roary
1318,546,core,MA,Roary
1315,546,core,MA,Roary
1317,546,core,MA,Roary
1321,546,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1316,615,core,MA,Roary
1927,1,pan,MA,Roary
1982,1,pan,MA,Roary
1968,1,pan,MA,Roary
1966,1,pan,MA,Roary
2114,1,pan,MA,Roary
2014,1,pan,MA,Roary
1968,1,pan,MA,Roary
2023,1,pan,MA,Roary
1910,1,pan,MA,Roary
2113,1,pan,MA,Roary
2053,1,pan,MA,Roary
2066,1,pan,MA,Roary
2015,1,pan,MA,Roary
1978,1,pan,MA,Roary
2042,1,pan,MA,Roary
1896,1,pan,MA,Roary
1944,1,pan,MA,Roary
2012,1,pan,MA,Roary
2037,1,pan,MA,Roary
1952,1,pan,MA,Roary
1995,1,pan,MA,Roary
1989,1,pan,MA,Roary
1998,1,pan,MA,Roary
1903,1,pan,MA,Roary
1979,1,pan,MA,Roary
2040,1,pan,MA,Roary
1976,1,pan,MA,Roary
1951,1,pan,MA,Roary
1997,1,pan,MA,Roary
2015,1,pan,MA,Roary
5316,69,pan,MA,Roary
5315,69,pan,MA,Roary
5248,69,pan,MA,Roary
5141,69,pan,MA,Roary
5008,69,pan,MA,Roary
5371,69,pan,MA,Roary
5209,69,pan,MA,Roary
5369,69,pan,MA,Roary
5343,69,pan,MA,Roary
5333,69,pan,MA,Roary
5217,69,pan,MA,Roary
5121,69,pan,MA,Roary
5313,69,pan,MA,Roary
5280,69,pan,MA,Roary
5450,69,pan,MA,Roary
5268,69,pan,MA,Roary
5454,69,pan,MA,Roary
5455,69,pan,MA,Roary
5032,69,pan,MA,Roary
5385,69,pan,MA,Roary
4978,69,pan,MA,Roary
5378,69,pan,MA,Roary
5411,69,pan,MA,Roary
5201,69,pan,MA,Roary
5107,69,pan,MA,Roary
5405,69,pan,MA,Roary
5203,69,pan,MA,Roary
5059,69,pan,MA,Roary
5387,69,pan,MA,Roary
5289,69,pan,MA,Roary
5922,137,pan,MA,Roary
5946,137,pan,MA,Roary
5860,137,pan,MA,Roary
5996,137,pan,MA,Roary
5795,137,pan,MA,Roary
5972,137,pan,MA,Roary
5873,137,pan,MA,Roary
6118,137,pan,MA,Roary
6063,137,pan,MA,Roary
5927,137,pan,MA,Roary
6097,137,pan,MA,Roary
5889,137,pan,MA,Roary
5825,137,pan,MA,Roary
5966,137,pan,MA,Roary
6098,137,pan,MA,Roary
5798,137,pan,MA,Roary
5888,137,pan,MA,Roary
5675,137,pan,MA,Roary
6087,137,pan,MA,Roary
6189,137,pan,MA,Roary
5974,137,pan,MA,Roary
6105,137,pan,MA,Roary
5913,137,pan,MA,Roary
6104,137,pan,MA,Roary
6127,137,pan,MA,Roary
6161,137,pan,MA,Roary
5962,137,pan,MA,Roary
6117,137,pan,MA,Roary
5973,137,pan,MA,Roary
5987,137,pan,MA,Roary
6432,205,pan,MA,Roary
6372,205,pan,MA,Roary
6359,205,pan,MA,Roary
6288,205,pan,MA,Roary
6485,205,pan,MA,Roary
6384,205,pan,MA,Roary
6310,205,pan,MA,Roary
6402,205,pan,MA,Roary
6398,205,pan,MA,Roary
6349,205,pan,MA,Roary
6321,205,pan,MA,Roary
6402,205,pan,MA,Roary
6394,205,pan,MA,Roary
6383,205,pan,MA,Roary
6560,205,pan,MA,Roary
6301,205,pan,MA,Roary
6471,205,pan,MA,Roary
6352,205,pan,MA,Roary
6384,205,pan,MA,Roary
6500,205,pan,MA,Roary
6349,205,pan,MA,Roary
6508,205,pan,MA,Roary
6358,205,pan,MA,Roary
6409,205,pan,MA,Roary
6524,205,pan,MA,Roary
6448,205,pan,MA,Roary
6369,205,pan,MA,Roary
6428,205,pan,MA,Roary
6413,205,pan,MA,Roary
6430,205,pan,MA,Roary
6680,273,pan,MA,Roary
6824,273,pan,MA,Roary
6614,273,pan,MA,Roary
6596,273,pan,MA,Roary
6693,273,pan,MA,Roary
6778,273,pan,MA,Roary
6799,273,pan,MA,Roary
6560,273,pan,MA,Roary
6825,273,pan,MA,Roary
6722,273,pan,MA,Roary
6776,273,pan,MA,Roary
6794,273,pan,MA,Roary
6584,273,pan,MA,Roary
6699,273,pan,MA,Roary
6743,273,pan,MA,Roary
6707,273,pan,MA,Roary
6732,273,pan,MA,Roary
6776,273,pan,MA,Roary
6724,273,pan,MA,Roary
6649,273,pan,MA,Roary
6787,273,pan,MA,Roary
6730,273,pan,MA,Roary
6630,273,pan,MA,Roary
6643,273,pan,MA,Roary
6710,273,pan,MA,Roary
6701,273,pan,MA,Roary
6687,273,pan,MA,Roary
6717,273,pan,MA,Roary
6698,273,pan,MA,Roary
6799,273,pan,MA,Roary
6963,342,pan,MA,Roary
6987,342,pan,MA,Roary
6956,342,pan,MA,Roary
6901,342,pan,MA,Roary
6971,342,pan,MA,Roary
7041,342,pan,MA,Roary
6983,342,pan,MA,Roary
6944,342,pan,MA,Roary
6985,342,pan,MA,Roary
7057,342,pan,MA,Roary
7024,342,pan,MA,Roary
7045,342,pan,MA,Roary
6912,342,pan,MA,Roary
6821,342,pan,MA,Roary
6980,342,pan,MA,Roary
6927,342,pan,MA,Roary
6933,342,pan,MA,Roary
6979,342,pan,MA,Roary
6970,342,pan,MA,Roary
7054,342,pan,MA,Roary
6963,342,pan,MA,Roary
7019,342,pan,MA,Roary
6965,342,pan,MA,Roary
7036,342,pan,MA,Roary
7002,342,pan,MA,Roary
6960,342,pan,MA,Roary
6965,342,pan,MA,Roary
6990,342,pan,MA,Roary
6951,342,pan,MA,Roary
6842,342,pan,MA,Roary
7212,410,pan,MA,Roary
7137,410,pan,MA,Roary
7220,410,pan,MA,Roary
7121,410,pan,MA,Roary
7186,410,pan,MA,Roary
7135,410,pan,MA,Roary
7138,410,pan,MA,Roary
7149,410,pan,MA,Roary
7163,410,pan,MA,Roary
7216,410,pan,MA,Roary
7214,410,pan,MA,Roary
7119,410,pan,MA,Roary
7099,410,pan,MA,Roary
7261,410,pan,MA,Roary
7164,410,pan,MA,Roary
7092,410,pan,MA,Roary
7212,410,pan,MA,Roary
7196,410,pan,MA,Roary
7174,410,pan,MA,Roary
7137,410,pan,MA,Roary
7077,410,pan,MA,Roary
7093,410,pan,MA,Roary
7140,410,pan,MA,Roary
7166,410,pan,MA,Roary
7155,410,pan,MA,Roary
7208,410,pan,MA,Roary
7151,410,pan,MA,Roary
7095,410,pan,MA,Roary
7112,410,pan,MA,Roary
7133,410,pan,MA,Roary
7344,478,pan,MA,Roary
7392,478,pan,MA,Roary
7282,478,pan,MA,Roary
7400,478,pan,MA,Roary
7356,478,pan,MA,Roary
7299,478,pan,MA,Roary
7310,478,pan,MA,Roary
7290,478,pan,MA,Roary
7270,478,pan,MA,Roary
7405,478,pan,MA,Roary
7356,478,pan,MA,Roary
7355,478,pan,MA,Roary
7349,478,pan,MA,Roary
7371,478,pan,MA,Roary
7300,478,pan,MA,Roary
7277,478,pan,MA,Roary
7329,478,pan,MA,Roary
7360,478,pan,MA,Roary
7397,478,pan,MA,Roary
7191,478,pan,MA,Roary
7361,478,pan,MA,Roary
7269,478,pan,MA,Roary
7354,478,pan,MA,Roary
7350,478,pan,MA,Roary
7313,478,pan,MA,Roary
7346,478,pan,MA,Roary
7350,478,pan,MA,Roary
7291,478,pan,MA,Roary
7334,478,pan,MA,Roary
7393,478,pan,MA,Roary
7454,546,pan,MA,Roary
7495,546,pan,MA,Roary
7529,546,pan,MA,Roary
7480,546,pan,MA,Roary
7518,546,pan,MA,Roary
7542,546,pan,MA,Roary
7509,546,pan,MA,Roary
7547,546,pan,MA,Roary
7564,546,pan,MA,Roary
7525,546,pan,MA,Roary
7530,546,pan,MA,Roary
7523,546,pan,MA,Roary
7495,546,pan,MA,Roary
7529,546,pan,MA,Roary
7511,546,pan,MA,Roary
7531,546,pan,MA,Roary
7478,546,pan,MA,Roary
7490,546,pan,MA,Roary
7522,546,pan,MA,Roary
7487,546,pan,MA,Roary
7513,546,pan,MA,Roary
7474,546,pan,MA,Roary
7497,546,pan,MA,Roary
7542,546,pan,MA,Roary
7578,546,pan,MA,Roary
7415,546,pan,MA,Roary
7500,546,pan,MA,Roary
7557,546,pan,MA,Roary
7505,546,pan,MA,Roary
7511,546,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
7661,615,pan,MA,Roary
1995,1,core,MA,UCLUST
1894,1,core,MA,UCLUST
2033,1,core,MA,UCLUST
1920,1,core,MA,UCLUST
1969,1,core,MA,UCLUST
2071,1,core,MA,UCLUST
1972,1,core,MA,UCLUST
2119,1,core,MA,UCLUST
1923,1,core,MA,UCLUST
2023,1,core,MA,UCLUST
1938,1,core,MA,UCLUST
2012,1,core,MA,UCLUST
1958,1,core,MA,UCLUST
1962,1,core,MA,UCLUST
1978,1,core,MA,UCLUST
1959,1,core,MA,UCLUST
1958,1,core,MA,UCLUST
1971,1,core,MA,UCLUST
1917,1,core,MA,UCLUST
2031,1,core,MA,UCLUST
1964,1,core,MA,UCLUST
2013,1,core,MA,UCLUST
2047,1,core,MA,UCLUST
1940,1,core,MA,UCLUST
2095,1,core,MA,UCLUST
2033,1,core,MA,UCLUST
1918,1,core,MA,UCLUST
1984,1,core,MA,UCLUST
2053,1,core,MA,UCLUST
1962,1,core,MA,UCLUST
1498,69,core,MA,UCLUST
1481,69,core,MA,UCLUST
1475,69,core,MA,UCLUST
1494,69,core,MA,UCLUST
1468,69,core,MA,UCLUST
1481,69,core,MA,UCLUST
1488,69,core,MA,UCLUST
1489,69,core,MA,UCLUST
1470,69,core,MA,UCLUST
1483,69,core,MA,UCLUST
1481,69,core,MA,UCLUST
1484,69,core,MA,UCLUST
1492,69,core,MA,UCLUST
1485,69,core,MA,UCLUST
1483,69,core,MA,UCLUST
1486,69,core,MA,UCLUST
1474,69,core,MA,UCLUST
1488,69,core,MA,UCLUST
1492,69,core,MA,UCLUST
1482,69,core,MA,UCLUST
1472,69,core,MA,UCLUST
1490,69,core,MA,UCLUST
1459,69,core,MA,UCLUST
1487,69,core,MA,UCLUST
1481,69,core,MA,UCLUST
1483,69,core,MA,UCLUST
1491,69,core,MA,UCLUST
1498,69,core,MA,UCLUST
1491,69,core,MA,UCLUST
1485,69,core,MA,UCLUST
1479,137,core,MA,UCLUST
1480,137,core,MA,UCLUST
1493,137,core,MA,UCLUST
1480,137,core,MA,UCLUST
1469,137,core,MA,UCLUST
1476,137,core,MA,UCLUST
1478,137,core,MA,UCLUST
1490,137,core,MA,UCLUST
1477,137,core,MA,UCLUST
1471,137,core,MA,UCLUST
1487,137,core,MA,UCLUST
1477,137,core,MA,UCLUST
1478,137,core,MA,UCLUST
1487,137,core,MA,UCLUST
1483,137,core,MA,UCLUST
1481,137,core,MA,UCLUST
1481,137,core,MA,UCLUST
1479,137,core,MA,UCLUST
1481,137,core,MA,UCLUST
1476,137,core,MA,UCLUST
1473,137,core,MA,UCLUST
1476,137,core,MA,UCLUST
1473,137,core,MA,UCLUST
1486,137,core,MA,UCLUST
1476,137,core,MA,UCLUST
1471,137,core,MA,UCLUST
1475,137,core,MA,UCLUST
1494,137,core,MA,UCLUST
1488,137,core,MA,UCLUST
1498,137,core,MA,UCLUST
1487,205,core,MA,UCLUST
1477,205,core,MA,UCLUST
1484,205,core,MA,UCLUST
1482,205,core,MA,UCLUST
1488,205,core,MA,UCLUST
1485,205,core,MA,UCLUST
1484,205,core,MA,UCLUST
1483,205,core,MA,UCLUST
1481,205,core,MA,UCLUST
1484,205,core,MA,UCLUST
1481,205,core,MA,UCLUST
1491,205,core,MA,UCLUST
1481,205,core,MA,UCLUST
1486,205,core,MA,UCLUST
1486,205,core,MA,UCLUST
1485,205,core,MA,UCLUST
1489,205,core,MA,UCLUST
1482,205,core,MA,UCLUST
1481,205,core,MA,UCLUST
1488,205,core,MA,UCLUST
1484,205,core,MA,UCLUST
1492,205,core,MA,UCLUST
1488,205,core,MA,UCLUST
1485,205,core,MA,UCLUST
1492,205,core,MA,UCLUST
1487,205,core,MA,UCLUST
1485,205,core,MA,UCLUST
1492,205,core,MA,UCLUST
1480,205,core,MA,UCLUST
1493,205,core,MA,UCLUST
1488,273,core,MA,UCLUST
1484,273,core,MA,UCLUST
1486,273,core,MA,UCLUST
1488,273,core,MA,UCLUST
1482,273,core,MA,UCLUST
1482,273,core,MA,UCLUST
1484,273,core,MA,UCLUST
1490,273,core,MA,UCLUST
1480,273,core,MA,UCLUST
1493,273,core,MA,UCLUST
1482,273,core,MA,UCLUST
1487,273,core,MA,UCLUST
1480,273,core,MA,UCLUST
1487,273,core,MA,UCLUST
1481,273,core,MA,UCLUST
1488,273,core,MA,UCLUST
1484,273,core,MA,UCLUST
1482,273,core,MA,UCLUST
1485,273,core,MA,UCLUST
1483,273,core,MA,UCLUST
1487,273,core,MA,UCLUST
1482,273,core,MA,UCLUST
1485,273,core,MA,UCLUST
1490,273,core,MA,UCLUST
1486,273,core,MA,UCLUST
1495,273,core,MA,UCLUST
1493,273,core,MA,UCLUST
1477,273,core,MA,UCLUST
1481,273,core,MA,UCLUST
1490,273,core,MA,UCLUST
1484,342,core,MA,UCLUST
1494,342,core,MA,UCLUST
1491,342,core,MA,UCLUST
1487,342,core,MA,UCLUST
1484,342,core,MA,UCLUST
1488,342,core,MA,UCLUST
1491,342,core,MA,UCLUST
1477,342,core,MA,UCLUST
1487,342,core,MA,UCLUST
1491,342,core,MA,UCLUST
1485,342,core,MA,UCLUST
1482,342,core,MA,UCLUST
1488,342,core,MA,UCLUST
1482,342,core,MA,UCLUST
1479,342,core,MA,UCLUST
1489,342,core,MA,UCLUST
1490,342,core,MA,UCLUST
1490,342,core,MA,UCLUST
1487,342,core,MA,UCLUST
1484,342,core,MA,UCLUST
1484,342,core,MA,UCLUST
1486,342,core,MA,UCLUST
1477,342,core,MA,UCLUST
1488,342,core,MA,UCLUST
1483,342,core,MA,UCLUST
1491,342,core,MA,UCLUST
1490,342,core,MA,UCLUST
1492,342,core,MA,UCLUST
1493,342,core,MA,UCLUST
1486,342,core,MA,UCLUST
1483,410,core,MA,UCLUST
1490,410,core,MA,UCLUST
1485,410,core,MA,UCLUST
1485,410,core,MA,UCLUST
1483,410,core,MA,UCLUST
1484,410,core,MA,UCLUST
1485,410,core,MA,UCLUST
1482,410,core,MA,UCLUST
1487,410,core,MA,UCLUST
1483,410,core,MA,UCLUST
1485,410,core,MA,UCLUST
1485,410,core,MA,UCLUST
1485,410,core,MA,UCLUST
1484,410,core,MA,UCLUST
1485,410,core,MA,UCLUST
1489,410,core,MA,UCLUST
1488,410,core,MA,UCLUST
1490,410,core,MA,UCLUST
1487,410,core,MA,UCLUST
1486,410,core,MA,UCLUST
1488,410,core,MA,UCLUST
1478,410,core,MA,UCLUST
1483,410,core,MA,UCLUST
1481,410,core,MA,UCLUST
1479,410,core,MA,UCLUST
1486,410,core,MA,UCLUST
1488,410,core,MA,UCLUST
1481,410,core,MA,UCLUST
1487,410,core,MA,UCLUST
1486,410,core,MA,UCLUST
1480,478,core,MA,UCLUST
1480,478,core,MA,UCLUST
1484,478,core,MA,UCLUST
1481,478,core,MA,UCLUST
1484,478,core,MA,UCLUST
1485,478,core,MA,UCLUST
1485,478,core,MA,UCLUST
1488,478,core,MA,UCLUST
1485,478,core,MA,UCLUST
1484,478,core,MA,UCLUST
1482,478,core,MA,UCLUST
1488,478,core,MA,UCLUST
1482,478,core,MA,UCLUST
1484,478,core,MA,UCLUST
1488,478,core,MA,UCLUST
1484,478,core,MA,UCLUST
1481,478,core,MA,UCLUST
1478,478,core,MA,UCLUST
1483,478,core,MA,UCLUST
1484,478,core,MA,UCLUST
1480,478,core,MA,UCLUST
1480,478,core,MA,UCLUST
1484,478,core,MA,UCLUST
1482,478,core,MA,UCLUST
1483,478,core,MA,UCLUST
1483,478,core,MA,UCLUST
1486,478,core,MA,UCLUST
1482,478,core,MA,UCLUST
1484,478,core,MA,UCLUST
1482,478,core,MA,UCLUST
1486,546,core,MA,UCLUST
1489,546,core,MA,UCLUST
1486,546,core,MA,UCLUST
1484,546,core,MA,UCLUST
1483,546,core,MA,UCLUST
1489,546,core,MA,UCLUST
1484,546,core,MA,UCLUST
1485,546,core,MA,UCLUST
1486,546,core,MA,UCLUST
1485,546,core,MA,UCLUST
1483,546,core,MA,UCLUST
1483,546,core,MA,UCLUST
1482,546,core,MA,UCLUST
1489,546,core,MA,UCLUST
1482,546,core,MA,UCLUST
1484,546,core,MA,UCLUST
